NumCta,Descripcion,Descripcion2,tipoPGC
6676000000,"Pérdidas de créditos a corto plazo, empresas asociadas","P?rdidas de cr?ditos a corto plazo, entidades asociadas",0
6677000000,"Pérdidas de créditos a corto plazo, otras partes vinculadas",,
6678000000,"Pérdidas de créditos a corto plazo, otras empresas","P?rdidas de cr?ditos a corto plazo,  otras entidades",0
668,Diferencias negativas de cambio,,
6680000000,Diferencias negativas de cambio,,2
669,Otros gastos financieros,,
6690000000,Otros gastos financieros,,2
670,Pérdidas procedentes del inmovilizado intangible,,
6700000000,P?rdidas procedentes del inmovilizado intangible,,2
671,Pérdidas procedentes del inmovilizado material,P?rdidas procedentes del inmovilizado material y de bienes del Patrimonio Hist?rico,0
6710000000,P?rdidas procedentes del inmovilizado material y de bienes del Patrimonio Hist?rico,,2
672,Pérdidas procedentes de las inversiones inmobiliarias,,
6720000000,P?rdidas procedentes de las inversiones inmobiliarias,,2
673,Pérdidas procedentes de participaciones a largo plazo en partes vinculadas,,
6733000000,"Pérdidas procedentes de participaciones a largo plazo, empresas del grupo","P?rdidas procedentes de participaciones a largo plazo, entidades del grupo",0
6734000000,"Pérdidas procedentes de participaciones a largo plazo, empresas asociadas","P?rdidas procedentes de participaciones a largo plazo, entidades asociadas",0
6735000000,"Pérdidas procedentes de participaciones a largo plazo, otras partes vinculadas",,
675,Pérdidas por operaciones con obligaciones propias,,
6750000000,P?rdidas por operaciones con obligaciones propias,,2
678,Gastos excepcionales,,
6780000000,Gastos excepcionales,,2
680,Amortización del inmovilizado intangible,,
6800000000,Amortizaci?n del inmovilizado intangible,,2
681,Amortización del inmovilizado material,,
6810000000,Amortizaci?n del inmovilizado material,,2
682,Amortización de las inversiones inmobiliarias,,
6820000000,Amortizaci?n de las inversiones inmobiliarias,,2
690,Pérdidas por deterioro del inmovilizado intangible,,
6900000000,P?rdidas por deterioro del inmovilizado intangible,,2
691,Pérdidas por deterioro del inmovilizado material,P?rdidas por deterioro del inmovilizado material y de bienes del Patrimonio Hist?rico,0
6910000000,P?rdidas por deterioro del inmovilizado material,,2
6911000000,P?rdidas por deterioro de bienes del Patrimonio Hist?rico,,2
692,Pérdidas por deterioro de las inversiones inmobiliarias,,
6920000000,P?rdidas por deterioro de las inversiones inmobiliarias,,2
693,Pérdidas por deterioro de existencias,,
6930000000,Pérdidas por deterioro de productos terminados y en curso de fabricación,,
6931000000,Pérdidas por deterioro de mercaderías,P?rdidas por deterioro de bienes destinados a la actividad,0
6932000000,Pérdidas por deterioro de materias primas,,
6933000000,Pérdidas por deterioro de otros aprovisionamientos,,
694,Pérdidas por deterioro de créditos por operaciones comerciales,P?rdidas por deterioro de cr?ditos por operaciones de la actividad,0
6940000000,P?rdidas por deterioro de cr?ditos por operaciones de la actividad,,2
695,Dotación a la provisión por operaciones comerciales,Dotaci?n a la provisi?n por operaciones de la actividad,0
6954000000,Dotación a la provisión por contratos onerosos,,
6959000000,Dotación a la provisión para otras operaciones comerciales,Dotaci?n a la provisi?n para otras operaciones de la actividad,0
696,Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo,,
6960000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo","P?rdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, entidades del grupo",0
6961000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas","P?rdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, entidades asociadas",0
6962000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",,
6963000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","P?rdidas por deterioro de participaciones en instrumento de patrimonio neto a largo plazo, otras entidades",0
6965000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo","P?rdidas por deterioro en valores representativos de deuda a largo plazo, entidades del grupo",0
6966000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas","P?rdidas por deterioro en valores representativos de deuda a largo plazo, entidades asociadas",0
6967000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas",,
6968000000,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, de otras empresas","P?rdidas por deterioro de valores representativos de deuda a largo plazo, otras entidades",0
697,Pérdidas por deterioro de créditos a largo plazo,,
6970000000,"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo","P?rdidas por deterioro de cr?ditos a largo plazo, entidades del grupo",0
6971000000,"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas","P?rdidas por deterioro de cr?ditos a largo, entidades asociadas",0
6972000000,"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas",,
6973000000,"Pérdidas por deterioro de créditos a largo plazo, otras empresas","P?rdidas por deterioro de cr?ditos a largo plazo, otras entidades",0
698,Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo,,
6980000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","P?rdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, entidades del grupo",0
6981000000,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","P?rdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, entidades asociadas",0
6985000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo","P?rdidas por deterioro en valores representativos de deuda a corto plazo, entidades del grupo",0
6986000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas","P?rdidas por deterioro en valores representativos de deuda a corto plazo, entidades asociadas",0
6987000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas",,
6988000000,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, de otras empresas","P?rdidas por deterioro en valores representativos de deuda a corto plazo, otras entidades.",0
699,Pérdidas por deterioro de créditos a corto plazo,,
6990000000,"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo","P?rdidas por deterioro de cr?ditos a corto plazo, entidades del grupo",0
6991000000,"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas","P?rdidas por deterioro de cr?ditos a corto plazo, entidades asociadas",0
6992000000,"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas","P?rdidas por deterioro de cr?ditos a  corto plazo, otras partes vinculadas",0
6993000000,"Pérdidas por deterioro de créditos a corto plazo, otras empresas","P?rdidas por deterioro de cr?ditos a corto plazo, otras entidades",0
700,Ventas de mercaderías,,
7000000000,Ventas de mercader?as,,2
701,Ventas de productos terminados,,
7010000000,Ventas de productos terminados,,2
702,Ventas de productos semiterminados,,
7020000000,Ventas de productos semiterminados,,2
703,Ventas de subproductos y residuos,,
7030000000,Ventas de subproductos y residuos,,2
704,Ventas de envases y embalajes,,
7040000000,Ventas de envases y embalajes,,2
705,Prestaciones de servicios,,
7050000000,INGRESOS POR TRABAJOS REALIZADOS,Prestaciones de servicios,0
706,Descuentos sobre ventas por pronto pago,,
7060000000,Descuentos sobre ventas por pronto pago de mercaderías,,
7061000000,Descuentos sobre ventas por pronto pago de productos terminados,,
7062000000,Descuentos sobre ventas por pronto pago de productos semiterminados,,
7063000000,Descuentos sobre ventas por pronto pago de subproductos y residuos,,
708,Devoluciones de ventas y operaciones similares,,
7080000000,Devoluciones de ventas de mercaderías,,
7081000000,Devoluciones de ventas de productos terminados,,
7082000000,Devoluciones de ventas de productos semiterminados,,
7083000000,Devoluciones de ventas de subproductos y residuos,,
7084000000,Devoluciones de ventas de envases y embalajes,,
709,"Rappels"" sobre ventas""","""Rappels"" sobre ventas",0
7090000000,"Rappels"" sobre ventas de mercaderías""","""Rappels"" sobre ventas de mercader?as",0
7091000000,"Rappels"" sobre ventas de productos terminados""","""Rappels"" sobre ventas de productos terminados",0
7092000000,"Rappels"" sobre ventas de productos semiterminados""","""Rappels"" sobre ventas de productos semiterminados",0
7093000000,"Rappels"" sobre ventas de subproductos y residuos""","""Rappels"" sobre ventas de subproductos y residuos",0
7094000000,"Rappels"" sobre ventas de envases y embalajes""","""Rappels"" sobre ventas de envases y embalajes",0
710,Variación de existencias de productos en curso,,
7100000000,Variaci?n de existencias de productos en curso,,2
711,Variación de existencias de productos semiterminados,,
7110000000,Variaci?n de existencias de productos semiterminados,,2
712,Variación de existencias de productos terminados,,
7120000000,Variaci?n de existencias de productos terminados,,2
713,"Variación de existencias de subproductos, residuos y materiales recuperados",,
7130000000,"Variaci?n de existencias de subproductos, residuos y materiales recuperados",,2
720,Cuotas de asociados y afiliados,,2
7200000000,Cuotas de asociados y afiliados,,2
721,Cuotas de usuarios,,2
7210000000,Cuotas de usuarios,,2
722,Promociones para captaci?n de recursos,,2
7220000000,Promociones para captaci?n de recursos,,2
723,Ingresos de patrocinadores y colaboraciones,,2
7230000000,Patrocinio,,2
7231000000,Patrocinio publicitario,,2
7233000000,Colaboraciones empresariales,,2
728,Ingresos por reintegro de ayudas y asignaciones,,2
7280000000,Ingresos por reintegro de ayudas y asignaciones,,2
730,Trabajos realizados para el inmovilizado intangible,,
7300000000,Trabajos realizados para el inmovilizado intangible,,2
731,Trabajos realizados para el inmovilizado material,,
7310000000,Trabajos realizados para el inmovilizado material,,2
732,Trabajos realizados en inversiones inmobiliarias,,
7320000000,Trabajos realizados en inversiones inmobiliarias,,2
733,Trabajos realizados para el inmovilizado material en curso,,
7330000000,Trabajos realizados para el inmovilizado material en curso,,2
740,"Subvenciones, donaciones y legados a la explotación","Subvenciones, donaciones y legados a la actividad",0
7400000000,"Subvenciones, donaciones y legados a la actividad",,2
745,Subvenciones de capital transferidas al excedente del ejercicio,,2
7450000000,Subvenciones de capital transferidas al excedente del ejercicio,,2
746,"Subvenciones, donaciones y legados de capital transferidas al resultado del ejercicio",Donaciones y legados de capital transferidos al excedente del ejercicio,0
7460000000,Donaciones y legados de capital transferidos al excedente del ejercicio,,2
747,"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio",Otras donaciones y legados transferidos al excedente del ejercicio,0
7470000000,Otras donaciones y legados transferidos al excedente del ejercicio,,2
748,Otras subvenciones transferidas al excedente del ejercicio,,2
7480000000,Otras subvenciones transferidas al excedente del ejercicio,,2
751,Resultados de operaciones en común,,
7510000000,Pérdida transferida (gestor),,
7511000000,Beneficio atribuido (partícipe o asociado no gestor),,
752,Ingresos por arrendamientos,,
7520000000,Ingresos por arrendamientos,,2
753,Ingresos de propiedad industrial cedida en explotación,,
7530000000,Ingresos de propiedad industrial cedida en explotaci?n,,2
754,Ingresos por comisiones,,
7540000000,Ingresos por comisiones,,2
755,Ingresos por servicios al personal,,
7550000000,Ingresos por servicios al personal,,2
759,Ingresos por servicios diversos,,
7590000000,Ingresos por servicios diversos,,2
760,Ingresos de participaciones en instrumentos de patrimonio,,
7600000000,"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo","Ingresos de participaciones en instrumentos de patrimonio, entidades del grupo",0
7601000000,"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas","Ingresos de participaciones en instrumentos de patrimonio, entidades asociadas",0
7602000000,"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas",,
7603000000,"Ingresos de participaciones en instrumentos de patrimonio, otras empresas","Ingresos de participaciones en instrumentos de patrimonio, otras entidades",0
761,Ingresos de valores representativos de deuda,,
7610000000,"Ingresos de valores representativos de deuda, empresas del grupo","Ingresos de valores representativos de deuda, entidades del grupo",0
7611000000,"Ingresos de valores representativos de deuda, empresas asociadas","Ingresos de valores representativos de deuda, entidades asociadas",0
7612000000,"Ingresos de valores representativos de deuda, otras partes vinculadas",,
7613000000,"Ingresos de valores representativos de deuda, otras empresas","Ingresos de valores representativos de deuda, otras entidades",0
762,Ingresos de créditos,,
7620000000,Ingresos de créditos a largo plazo,"Ingresos de cr?ditos a largo plazo, entidades del grupo",0
7620100000,"Ingresos de créditos a largo plazo, empresas asociadas","Ingresos de cr?ditos a largo plazo, entidades asociadas",0
7620200000,"Ingresos de créditos a largo plazo, otras partes vinculadas",,
7620300000,"Ingresos de créditos a largo plazo, otras empresas","Ingresos de cr?ditos a largo plazo, otras entidades",0
7621000000,Ingresos de créditos a corto plazo,"Ingresos de cr?ditos a corto plazo, entidades del grupo",0
7621100000,"Ingresos de créditos a corto plazo, empresas asociadas","Ingresos de cr?ditos a corto plazo, entidades asociadas",0
7621200000,"Ingresos de créditos a corto plazo, otras partes vinculadas",,
7621300000,"Ingresos de créditos a corto plazo, otras empresas","Ingresos de cr?ditos a corto plazo, otras entidades",0
763,Beneficios por valoración de instrumentos financieros por su valor razonable,,
7630000000,Beneficios de cartera de negociación,Beneficios por valoraci?n de instrumentos financieros por su valor razonable,0
7631000000,Beneficios de designados por la empresa,,1
7632000000,Beneficios de disponibles para la venta,,1
7633000000,Beneficios de instrumentos de cobertura,,1
766,Beneficios en participaciones y valores representativos de deuda,,
7660000000,"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo","Beneficios en valores representativos de deuda a largo plazo, entidades del grupo",0
7661000000,"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas","Beneficios en valores representativos de deuda a largo plazo, entidades asociadas",0
7662000000,"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas",,
7663000000,"Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas","Beneficios en participaciones y valores representativos de deuda a largo plazo, otras entidades",0
7665000000,"Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo","Beneficios en participaciones y valores representativos de deuda a corto plazo, entidades del grupo",0
7666000000,"Beneficios en  participaciones y valores representativos de deuda a corto plazo, empresas asociadas","Beneficios en participaciones y valores representativos de deuda a corto plazo, entidades asociadas",0
7667000000,"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas",,
7668000000,"Beneficios en valores  representativos de deuda a corto plazo, otras empresas","Beneficios en valores representativos de deuda a corto plazo, otras entidades",0
767,Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo,,1
768,Diferencias positivas de cambio,,
7680000000,Diferencias positivas de cambio,,2
769,Otros ingresos financieros,,
7690000000,Otros ingresos financieros,,2
770,Beneficios procedentes del inmovilizado intangible,,
7700000000,Beneficios procedentes del inmovilizado intangible,,2
771,Beneficios procedentes del inmovilizado material,Beneficios procedentes del inmovilizado material y de bienes del Patrimonio Hist?rico,0
7710000000,Beneficios procedentes del inmovilizado material y de bienes del Patrimonio Hist?rico,,2
772,Beneficios procedentes de las inversiones inmobiliarias,,
7720000000,Beneficios procedentes de las inversiones inmobiliarias,,2
773,Beneficios procedentes de participaciones a largo plazo en partes vinculadas,,
7733000000,"Beneficios procedentes de participaciones a largo plazo, empresas del grupo","Beneficios procedentes de participaciones a largo plazo, entidades del grupo",0
7734000000,"Beneficios procedentes de participaciones a largo plazo, empresas asociadas","Beneficios procedentes de participaciones a largo plazo, entidades asociadas",0
7735000000,"Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas",,
774,Diferencia negativa en combinaciones de negocios,,1
775,Beneficios por operaciones con obligaciones propias,,
7750000000,Beneficios por operaciones con obligaciones propias,,2
778,Ingresos excepcionales,,
7780000000,Ingresos excepcionales,,2
790,Reversión del deterioro del inmovilizado intangible,,
7900000000,Reversi?n del deterioro del inmovilizado intangible,,2
791,Reversión del deterioro del inmovilizado material,Reversi?n del deterioro del inmovilizado material y de bienes del Patrimonio Hist?rico,0
7910000000,Reversi?n del deterioro del inmovilizado material y de bienes del Patrimonio Hist?rico,,2
792,Reversión del deterioro de las inversiones inmobiliarias,,
7920000000,Reversi?n del deterioro de las inversiones inmobiliarias,,2
793,Reversión del deterioro de existencias,,
7930000000,Reversión del deterioro de productos terminados y en curso de fabricación,,
7931000000,Reversión del deterioro de mercaderías,Reversi?n del deterioro de bienes destinados a la actividad,0
7932000000,Reversión del deterioro de materias primas,,
7933000000,Reversión del deterioro de otros aprovisionamientos,,
794,Reversión del deterioro de créditos por operaciones comerciales,Reversi?n del deterioro de cr?ditos por operaciones de la actividad,0
7940000000,Reversi?n del deterioro de cr?ditos por operaciones de la actividad,,2
795,Exceso de provisiones,,
7950000000,Exceso de provisión por retribuciones al personal,,1
7951000000,Exceso de provisión para impuestos,,
7952000000,Exceso de provisión para otras responsabilidades,,
7954000000,Exceso de provisión por operaciones comerciales,Exceso de provisi?n por operaciones de la actividad,0
7954400000,Exceso de provisión por contratos onerosos,,
7954900000,Exceso de provisión para otras operaciones comerciales,Exceso de provisi?n para otras operaciones de la actividad,0
7955000000,Exceso de provisión para actuaciones medioambientales,,
7956000000,Exceso de provisión para reestructuraciones,,1
7957000000,Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio,,1
796,Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo,,
7960000000,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo","Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, entidades del grupo",0
7961000000,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas","Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, entidades asociadas",0
7962000000,"Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",,2
7963000000,"Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras entidades",,2
7965000000,"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo","Reversi?n del deterioro de valores representativos de deuda a largo plazo, entidades del grupo",0
7966000000,"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas","Reversi?n del deterioro de valores representativos de deuda a largo plazo, entidades asociadas",0
7967000000,"Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas",,
7968000000,"Reversión del deterioro de valores representativos de deuda a largo plazo, de otras empresas","Reversi?n del deterioro de valores representativos de deuda a largo plazo, otras entidades",0
797,Reversión del deterioro de créditos a largo plazo,,
7970000000,"Reversión del deterioro de créditos a largo plazo, empresas del grupo","Reversi?n del deterioro de cr?ditos a largo plazo, entidades del grupo",0
7971000000,"Reversión del deterioro de créditos a largo plazo, empresas asociadas","Reversi?n del deterioro de cr?ditos a largo plazo, entidades asociadas",0
7972000000,"Reversión del deterioro de créditos a largo plazo, otras partes vinculadas",,
7973000000,"Reversión del deterioro de créditos a largo plazo, otras empresas","Reversi?n del deterioro de cr?ditos a largo plazo, otras entidades",0
798,Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo,,
7980000000,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, entidades del grupo",0
7981000000,"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","Reversi?n del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, entidades asociadas",0
7985000000,"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas del grupo","Reversi?n del deterioro en valores representativos de deuda a corto plazo, entidades del grupo",0
7986000000,"Reversión del deterioro en valores representativos de deuda a corto plazo, empresas asociadas","Reversi?n del deterioro en valores representativos de deuda a corto plazo, entidades asociadas",0
7987000000,"Reversión del deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas",,
7988000000,"Reversión del deterioro en valores representativos de deuda a corto plazo, otras empresas","Reversi?n del deterioro en valores representativos de deuda a corto plazo, otras entidades",0
799,Reversión del deterioro de créditos a corto plazo,,
7990000000,"Reversión del deterioro de créditos a corto plazo, empresas del grupo","Reversi?n del deterioro de cr?ditos a corto plazo, entidades del grupo",0
7991000000,"Reversión del deterioro de créditos a corto plazo, empresas asociadas","Reversi?n del deterioro de cr?ditos a corto plazo, entidades asociadas",0
7992000000,"Reversión del deterioro de créditos a corto plazo, otras partes vinculadas",,
7993000000,"Reversión del deterioro de créditos a corto plazo, otras empresas","Reversi?n del deterioro de cr?ditos a corto plazo, otras entidades",0
800,Pérdidas en activos financieros disponibles para la venta,,
8000000000,P?rdidas en activos financieros disponibles para la venta,,2
802,Transferencia de beneficios en activos financieros disponibles para la venta,,
8020000000,Transferencia de beneficios en activos financieros disponibles para la venta,,2
810,Pérdidas por coberturas de flujos de efectivo,,
8100000000,P?rdidas por coberturas de flujos de efectivo,,2
811,Pérdidas por coberturas de inversiones netas en un negocio en el extranjero,,1
812,Transferencia de beneficios por coberturas de flujos de efectivo,,
8120000000,Transferencia de beneficios por coberturas de flujos de efectivo,,2
813,Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero,,1
820,Diferencias de conversión negativas,,1
821,Transferencia de diferencias de conversión positivas,,1
830,Impuesto sobre beneficios,,
8300000000,Impuesto corriente,,
8301000000,Impuesto diferido,,
833,Ajustes negativos en la imposición sobre beneficios,,
8330000000,Ajustes negativos en la imposici?n sobre beneficios,,2
834,Ingresos fiscales por diferencias permanentes,,
8340000000,Ingresos fiscales por diferencias permanentes,,2
835,Ingresos fiscales por deducciones y bonificaciones,,
8350000000,Ingresos fiscales por deducciones y bonificaciones,,2
836,Transferencia de diferencias permanentes,,
8360000000,Transferencia de diferencias permanentes,,2
837,Transferencia de deducciones y bonificaciones,,
8370000000,Transferencia de deducciones y bonificaciones,,2
838,Ajustes positivos en la imposición sobre beneficios,,
8380000000,Ajustes positivos en la imposici?n sobre beneficios,,2
840,Transferencia de subvenciones oficiales de capital,,
8400000000,Transferencia de subvenciones oficiales de capital,,2
841,Transferencia de donaciones y legados de capital,,
8410000000,Transferencia de donaciones y legados de capital,,2
842,"Transferencia de otras subvenciones, donaciones y legados",,
8420000000,Transferencias de otras subvenciones,,2
8421000000,Transferencias de otras donaciones y legados,,2
850,Pérdidas actuariales,,
8500000000,P?rdidas actuariales,,2
851,Ajustes negativos en activos por retribuciones a largo plazo de prestación definida,,
8510000000,Ajustes negativos en activos por retribuciones a largo plazo de prestaci?n definida,,2
860,Pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta,,1
862,Transferencia de beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta,,1
882,"Deterioro de participaciones en el patrimonio, entidades asociadas",,2
891,"Deterioro de participaciones en el patrimonio, empresas del grupo","Deterioro de participaciones en el patrimonio, entidades del grupo",0
8910000000,"Deterioro de participaciones en el patrimonio, entidades del grupo",,2
892,"Deterioro de participaciones en el patrimonio, empresas asociadas","Deterioro de participaciones en el patrimonio, entidades asociadas",0
8920000000,"Deterioro de participaciones en el patrimonio, entidades asociadas",,2
900,Beneficios en activos financieros disponibles para la venta,,
9000000000,Beneficios en activos financieros disponibles para la venta,,2
902,Transferencia de pérdidas de activos financieros disponibles para la venta,,
9020000000,Transferencia de p?rdidas de activos financieros disponibles para la venta,,2
910,Beneficios por coberturas de flujos de efectivo,,
9100000000,Beneficios por coberturas de flujos de efectivo,,2
911,Beneficios por coberturas de una inversión neta en un negocio en el extranjero,,1
912,Transferencia de pérdidas por coberturas de flujos de efectivo,,
9120000000,Transferencia de p?rdidas por coberturas de flujos de efectivo,,2
913,Transferencia de pérdidas por coberturas de una inversión neta en un negocio en el extranjero,,1
920,Diferencias de conversión positivas,,1
921,Transferencia de diferencias de conversión negativas,,1
940,Ingresos de subvenciones oficiales de capital,,
9400000000,Ingresos de subvenciones oficiales de capital,,2
941,Ingresos de donaciones y legados de capital,,
9410000000,Ingresos de donaciones y legados de capital,,2
942,"Ingresos de otras subvenciones, donaciones y legados",,
9420000000,Ingresos de otras subvenciones,,2
9421000000,Ingresos de otras donaciones y legados,,2
950,Ganancias actuariales,,
9500000000,Ganancias actuariales,,2
951,Ajustes positivos en activos por retribuciones a largo plazo de prestación definida,,
9510000000,Ajustes positivos en activos por retribuciones a largo plazo de prestaci?n definida,,2
960,Beneficios en activos no corrientes y grupos enajenables de elementos mantenidos para la venta,,1
962,Transferencia de pérdidas en activos no corrientes y grupos enajenables de elementos mantenidos para la venta,,1
991,"Recuperación de ajustes valorativos negativos previos, empresas del grupo","Recuperaci?n de ajustes valorativos negativos previos, entidades del grupo",0
9910000000,"Recuperaci?n de ajustes valorativos negativos previos, entidades del grupo",,2
992,"Recuperación de ajustes valorativos negativos previos, empresas asociadas","Recuperaci?n de ajustes valorativos negativos previos, entidades asociadas",0
9920000000,"Recuperaci?n de ajustes valorativos negativos previos, entidades asociadas",,2
993,"Transferencia por deterioro de ajustes valorativos negativos previos, empresas del grupo","Transferencia por deterioro de ajustes valorativos negativos previos, entidades del grupo",0
9930000000,"Transferencia por deterioro de ajustes valorativos negativos previos, entidades del grupo",,2
994,"Transferencia por deterioro de ajustes valorativos negativos previos, empresas asociadas","Transferencia por deterioro de ajustes valorativos negativos previos, entidades asociadas",0
9940000000,"Transferencia por deterioro de ajustes valorativos negativos previos, entidades asociadas",,2
